store_id,product_id,dt,first_category_id,third_category_id,city_id,sale_amount,discount,stock_hour6_22_cnt,holiday_flag,activity_flag,precpt,avg_temperature,stockout_rate,daily_sales,week
211,761,2024-04-09,10,181,0,0.1,1.0,0,0,0,3.8456,17.06,0.25,0.1,15
517,486,2024-06-06,20,63,0,1.8,0.675,7,0,1,0.8126,24.85,0.4166666666666667,1.7999999999999998,23
838,3,2024-06-11,28,218,3,2.0,0.875,0,0,0,2.082,27.88,0.0,2.0,24
309,424,2024-04-30,16,97,0,0.4,1.0,0,0,0,3.2006,19.81,0.0,0.4,18
492,301,2024-06-08,20,74,11,0.9,1.0,0,1,0,1.1626,27.11,0.0,0.9,23
621,22,2024-04-13,21,123,0,2.3,0.886,6,1,1,1.7428,17.98,0.3333333333333333,2.3,15
77,749,2024-04-26,21,123,14,0.4,1.0,5,0,0,3.9065,22.25,0.4583333333333333,0.4,17
418,476,2024-05-04,20,140,12,0.7,1.0,0,1,0,3.4159,22.43,0.0,0.7000000000000001,18
720,836,2024-04-21,28,154,3,1.3,1.0,0,1,0,0.5238,18.72,0.0,1.2999999999999998,16
151,117,2024-06-23,4,1,0,4.2,1.0,5,1,0,10.2545,26.99,0.20833333333333334,4.2,25
777,350,2024-04-30,12,119,13,0.5,1.0,0,0,0,6.456,26.38,0.25,0.5,18
706,4,2024-05-07,29,82,13,0.0,0.8995633125305176,16,0,1,4.0431,26.64,1.0,0.0,19
461,500,2024-06-10,4,179,0,1.1,0.625,0,1,1,5.1662,25.66,0.0,1.1,24
514,381,2024-06-02,28,7,6,1.0,1.0,0,1,0,3.0435,22.67,0.0,1.0,22
481,247,2024-06-20,16,94,0,0.8,0.832,4,0,1,10.5376,27.52,0.4166666666666667,0.8,25
119,728,2024-04-13,20,74,0,1.4,1.0,7,1,0,1.9465,17.69,0.375,1.4,15
493,716,2024-04-28,31,192,6,2.2,1.0,6,1,0,4.0596,20.86,0.5,2.2,17
234,296,2024-06-14,16,103,0,1.7,0.828,0,0,1,6.489,26.67,0.0,1.7000000000000002,24
692,108,2024-06-06,8,113,0,0.5,1.0,5,0,0,0.7999,24.94,0.5,0.5,23
495,834,2024-04-21,28,154,6,0.6,1.0,16,1,0,5.1101,20.25,1.0,0.6000000000000001,16
163,719,2024-05-28,10,205,16,0.4,1.0,0,0,0,1.1836,23.27,0.08333333333333333,0.4,22
260,291,2024-06-24,16,98,0,0.3,1.0,10,0,0,14.9121,25.84,0.7083333333333334,0.30000000000000004,26
53,114,2024-04-24,10,72,0,1.3,1.0,0,0,0,0.7679,19.69,0.0,1.3,17
200,314,2024-05-27,16,94,0,3.6,0.862,5,0,1,2.125,22.62,0.5416666666666666,3.6,22
212,215,2024-05-31,4,149,0,5.5,0.594,4,0,1,2.4789,23.1,0.25,5.5,22
376,481,2024-03-28,24,78,12,0.4,1.0,4,0,0,4.6279,18.25,0.25,0.4,13
164,71,2024-04-18,4,216,0,0.8,1.0,0,0,0,1.3676,18.69,0.0,0.8,16
738,541,2024-06-16,11,188,3,1.2,0.767,0,1,1,2.6346,26.37,0.25,1.2000000000000002,24
296,41,2024-06-16,4,77,16,0.5,1.0,0,1,0,8.5646,27.63,0.0,0.5,24
469,207,2024-06-03,4,179,6,0.22999999999999998,1.0,0,0,0,3.0301,22.78,0.0,0.23,23
154,321,2024-04-07,18,109,0,0.8,0.901,0,0,1,1.6243,17.13,0.0,0.8,14
66,558,2024-04-25,30,193,1,0.2,1.0,6,0,0,19.6102,25.31,0.3333333333333333,0.2,17
170,129,2024-04-04,10,181,16,0.0,1.0,16,1,0,0.8313,16.33,1.0,0.0,14
160,411,2024-04-22,28,218,0,0.5,0.96,0,0,1,1.043,18.03,0.0,0.5,17
577,216,2024-06-11,21,123,0,0.7,0.881,3,0,1,5.6687,25.34,0.20833333333333334,0.7000000000000001,24
192,481,2024-06-17,24,78,0,0.7,1.0,12,0,0,7.8624,27.26,0.75,0.7,25
274,296,2024-05-23,16,103,0,0.9,0.738,10,0,1,1.3175,23.57,0.5,0.9000000000000001,21
84,638,2024-06-19,16,94,0,0.5,0.869,6,0,1,14.1707,26.03,0.3333333333333333,0.5,25
741,217,2024-05-14,8,114,0,0.4,1.0,0,0,0,2.2426,22.6,0.0,0.4,20
184,292,2024-06-20,16,104,0,1.4,1.0,0,0,0,9.7382,27.75,0.125,1.4,25
679,71,2024-04-15,4,216,0,1.0,1.0,0,0,0,2.4392,18.33,0.0,1.0,16
573,235,2024-06-09,30,222,16,1.2,0.904,0,1,1,7.7801,27.19,0.0,1.2000000000000002,23
561,420,2024-04-29,24,145,16,0.3,0.913,0,0,1,2.7261,20.48,0.0,0.30000000000000004,18
43,472,2024-06-23,14,162,2,0.4,0.952,0,1,0,6.7473,30.49,0.0,0.4,25
274,633,2024-05-12,16,105,0,0.5,0.754,4,1,1,0.5911,21.6,0.25,0.5,19
743,1,2024-06-12,20,74,5,2.0,1.0,4,0,0,8.5383,25.87,0.25,2.0,24
343,764,2024-06-04,18,111,0,1.1,0.888,0,0,0,1.4674,24.67,0.0,1.1,23
505,343,2024-05-05,11,188,11,0.0,1.0,16,1,0,2.1785,21.47,1.0,0.0,18
276,824,2024-05-02,11,71,16,1.0,0.857,9,1,1,1.8968,21.33,0.6666666666666666,1.0,18
368,290,2024-06-07,16,105,0,0.3,1.0,7,0,0,1.8209,25.64,0.375,0.30000000000000004,23
273,300,2024-04-28,20,24,0,3.4,1.0,5,1,0,3.1489,20.66,0.5416666666666666,3.4000000000000004,17
555,549,2024-05-25,31,230,0,1.8,1.0,0,1,0,1.0136,24.11,0.0,1.7999999999999998,21
597,291,2024-05-26,16,98,0,0.7,0.887,5,1,1,1.1895,22.84,0.2916666666666667,0.7000000000000001,21
468,11,2024-06-17,18,86,0,0.3,0.989,0,0,0,7.8803,27.31,0.0,0.30000000000000004,25
253,548,2024-04-14,11,182,0,0.4,0.866,7,1,0,3.4441,16.65,0.375,0.4,15
420,104,2024-04-19,20,2,0,2.4,0.982,4,0,0,1.4929,18.97,0.25,2.4000000000000004,16
804,403,2024-05-18,16,104,3,0.8,0.916,0,1,0,0.949,22.94,0.08333333333333333,0.8,20
378,765,2024-05-22,18,112,0,0.3,1.0,0,0,0,1.739,22.81,0.0,0.30000000000000004,21
319,4,2024-03-30,29,82,12,2.5,0.971,7,1,0,3.5438,18.31,0.625,2.5,13
355,387,2024-06-06,31,128,16,0.8,1.0,6,0,0,0.8366,26.31,0.3333333333333333,0.8,23
121,104,2024-06-02,20,2,0,2.8,0.666,1,1,1,1.8195,23.6,0.041666666666666664,2.8,22
143,259,2024-05-12,21,123,0,0.8,1.0,3,1,0,0.604,22.18,0.20833333333333334,0.8,19
147,719,2024-04-29,10,205,0,0.5,1.0,0,0,0,3.8616,20.23,0.20833333333333334,0.5,18
374,291,2024-05-16,16,98,16,0.6,0.881,0,0,1,1.6931,24.07,0.0,0.6,20
282,116,2024-05-16,10,177,0,1.4,0.878,0,0,1,2.0479,23.52,0.0,1.4,20
38,73,2024-06-07,29,231,9,1.0,1.0,5,0,0,10.9777,26.97,0.2916666666666667,1.0,23
421,705,2024-05-19,7,42,12,0.6,1.0,0,1,0,2.0111,24.73,0.0,0.6000000000000001,20
702,551,2024-04-01,31,175,13,0.4,1.0,10,0,0,1.0812,25.29,0.5,0.4,14
394,644,2024-04-01,23,17,0,0.2,1.0,0,0,0,3.6748,15.6,0.08333333333333333,0.2,14
368,214,2024-05-13,8,9,0,0.6,0.908,0,0,1,1.0707,22.67,0.0,0.6000000000000001,20
539,118,2024-06-13,4,180,6,0.0,1.0,16,0,0,9.2649,25.3,1.0,0.0,24
727,739,2024-05-06,4,81,3,0.4,1.0,0,0,0,0.4928,22.64,0.20833333333333334,0.4,19
628,719,2024-06-23,10,205,0,0.6,1.0,0,1,0,10.2549,26.94,0.25,0.6000000000000001,25
815,108,2024-05-06,8,113,0,1.0,0.961,7,0,0,3.1653,21.14,0.5833333333333334,1.0,19
417,222,2024-04-11,21,215,0,0.4,1.0,6,0,0,2.8283,17.47,0.3333333333333333,0.4,15
826,447,2024-06-15,25,213,7,2.0,1.0,0,1,0,8.7476,28.9,0.0,2.0,24
345,535,2024-06-19,16,100,13,0.5,1.0,0,0,0,5.8384,29.27,0.0,0.5,25
857,132,2024-05-11,20,166,3,0.3,0.906,12,1,0,0.5542,21.51,0.5833333333333334,0.30000000000000004,19
214,258,2024-05-22,31,121,0,0.4,0.914,0,0,1,1.7335,22.5,0.0,0.4,21
567,194,2024-04-09,18,109,0,0.2,1.0,6,0,0,3.846,17.06,0.5833333333333334,0.2,15
216,481,2024-04-11,24,78,0,1.4,1.0,5,0,0,2.8153,18.19,0.5,1.4,15
37,580,2024-06-01,29,60,9,3.9,0.998,4,1,0,15.7843,25.73,0.25,3.9000000000000004,22
635,769,2024-06-03,20,176,0,0.8,0.724,0,0,1,2.1802,23.68,0.0,0.8,23
578,310,2024-06-08,16,105,0,0.6,1.0,2,1,0,2.3718,25.45,0.375,0.6,23
312,500,2024-06-10,4,179,0,0.8,0.625,0,1,1,5.0319,25.87,0.0,0.8,24
122,580,2024-04-28,29,60,6,0.8,0.986,0,1,0,4.4941,21.6,0.0,0.8,17
882,549,2024-05-07,31,230,4,0.9,1.0,2,0,0,1.6535,21.05,0.3333333333333333,0.9000000000000001,19
523,688,2024-06-06,31,230,16,0.4,1.0,0,0,0,0.8587,26.54,0.0,0.4,23
541,343,2024-05-07,11,188,6,0.0,1.0,16,0,0,2.2153,20.66,1.0,0.0,19
379,127,2024-05-11,20,172,12,1.1,0.908,0,1,1,2.5483,22.48,0.0,1.1,19
145,596,2024-05-06,29,60,0,2.7,0.944,13,0,0,2.5724,20.43,0.7916666666666666,2.7,19
372,749,2024-05-21,21,123,12,0.8,1.0,0,0,0,2.6864,23.81,0.0,0.8,21
371,114,2024-04-20,10,72,0,1.4,1.0,0,1,0,1.8155,18.63,0.0,1.4000000000000001,16
311,775,2024-04-07,4,167,0,2.2,1.0,5,0,0,1.9182,17.69,0.2916666666666667,2.2,14
173,122,2024-06-09,20,127,0,2.8,0.988,4,1,0,5.0567,26.19,0.16666666666666666,2.8,23
823,209,2024-05-17,4,149,3,0.9,1.0,0,0,0,1.4839,24.53,0.0,0.9,20
481,634,2024-04-30,16,99,0,1.1,0.887,0,0,0,2.7414,20.06,0.125,1.1,18
608,666,2024-04-27,21,123,11,1.6,0.727,0,1,1,2.5098,20.35,0.0,1.6,17
822,563,2024-06-20,16,105,0,0.4,1.0,0,0,0,9.7375,27.55,0.20833333333333334,0.4,25
53,387,2024-06-15,31,128,0,0.0,0.8389999866485596,16,1,1,7.134,26.24,1.0,0.0,24
650,122,2024-05-15,20,127,16,0.8,1.0,0,0,1,1.3036,22.86,0.20833333333333334,0.8,20
420,650,2024-03-31,10,160,0,0.3,0.908,0,1,1,1.5616,16.39,0.0,0.30000000000000004,13
772,310,2024-05-11,16,105,0,1.6,1.0,0,1,0,2.1756,21.24,0.16666666666666666,1.6,19
177,345,2024-04-09,16,96,0,0.5,0.799,13,0,1,3.8449,17.06,0.625,0.5,15
471,76,2024-06-21,8,113,0,2.3,1.0,1,0,0,5.7014,26.73,0.125,2.3,25
651,763,2024-04-02,18,110,11,0.8,0.973,5,0,0,4.8627,16.13,0.2916666666666667,0.8,14
145,94,2024-06-13,4,216,0,0.3,0.89,13,0,1,8.2334,25.39,0.8333333333333334,0.30000000000000004,24
564,834,2024-04-06,28,154,16,0.0,1.0,16,1,0,2.7412,17.94,1.0,0.0,14
531,592,2024-04-20,15,11,11,0.4,0.8,4,1,1,1.1646,19.68,0.5,0.4,16
162,834,2024-04-11,28,154,0,1.0,1.0,0,0,0,2.8206,18.19,0.20833333333333334,1.0,15
253,6,2024-04-12,20,170,0,0.9,0.928,3,0,0,4.7287,17.35,0.20833333333333334,0.9,15
589,320,2024-05-31,15,88,13,0.4,0.845,0,0,1,11.3483,26.14,0.0,0.4,22
46,63,2024-06-05,28,169,0,0.0,0.859000027179718,16,0,1,1.8311,23.39,1.0,0.0,23
790,136,2024-04-24,4,161,0,0.5,0.799,7,0,1,0.7647,19.69,0.375,0.5,17
529,763,2024-05-02,18,110,11,0.0,1.0,0,1,0,1.8943,21.48,0.0,0.0,18
160,600,2024-06-12,29,157,0,1.1,0.912,7,0,1,5.2704,26.28,0.4583333333333333,1.1,24
423,666,2024-03-28,21,123,0,1.4,1.0,5,0,0,1.3433,15.62,0.2916666666666667,1.4000000000000001,13
533,300,2024-06-17,20,24,11,2.3,0.987,0,0,0,11.9766,28.01,0.08333333333333333,2.3,25
462,200,2024-04-29,8,113,12,0.4,0.686,0,0,1,4.6489,20.05,0.0,0.4,18
198,425,2024-04-23,16,104,0,0.3,0.807,13,0,1,1.4585,18.17,0.8333333333333334,0.30000000000000004,17
707,291,2024-04-06,16,98,0,0.9,0.863,4,1,1,2.7961,17.58,0.4583333333333333,0.9,14
853,127,2024-05-01,20,172,4,0.0,0.8799999952316284,16,1,1,1.814,20.27,1.0,0.0,18
254,119,2024-05-11,20,140,0,1.7,0.708,0,1,1,2.1736,21.7,0.16666666666666666,1.7,19
263,670,2024-04-24,31,227,0,0.8,1.0,3,0,0,0.7706,18.87,0.20833333333333334,0.8,17
417,554,2024-06-07,4,168,0,0.7,0.859,0,0,1,1.8232,24.98,0.125,0.7,23
258,638,2024-05-27,16,94,0,0.2,0.856,0,0,1,2.106,22.65,0.16666666666666666,0.2,22
563,644,2024-06-19,23,17,16,0.3,0.673,12,0,1,14.142,26.15,0.5833333333333334,0.30000000000000004,25
739,188,2024-06-13,4,58,3,0.5,0.822,6,0,1,1.622,29.78,0.5,0.5,24
216,18,2024-06-21,4,142,0,1.7,1.0,0,0,0,5.2282,26.93,0.041666666666666664,1.7,25
196,599,2024-06-05,30,193,0,0.7,0.998,0,0,0,2.2128,23.46,0.0,0.7000000000000001,23
885,834,2024-04-01,28,154,0,1.9,1.0,8,0,0,3.537,15.37,0.5,1.9,14
73,381,2024-05-23,28,7,7,0.4,1.0,0,0,0,11.132,26.07,0.0,0.4,21
144,90,2024-04-27,4,77,0,2.3,0.845,1,1,1,1.5773,19.48,0.041666666666666664,2.3000000000000003,17
599,19,2024-06-20,4,81,0,3.0,1.0,5,0,0,9.7381,27.55,0.5416666666666666,3.0,25
128,834,2024-06-09,28,154,0,1.4,1.0,6,1,0,5.2603,26.53,0.3333333333333333,1.4,23
490,500,2024-04-23,4,179,16,1.4,0.583,5,0,1,0.808,19.2,0.2916666666666667,1.4000000000000001,17
253,77,2024-04-22,8,113,0,0.3,0.883,7,0,1,1.2473,17.77,0.375,0.30000000000000004,17
203,467,2024-06-18,5,65,0,0.6,0.951,0,0,0,14.3676,26.63,0.0,0.6,25
210,345,2024-04-16,16,96,0,0.7,0.799,0,0,1,3.0536,17.95,0.0,0.7000000000000001,16
288,217,2024-05-18,8,114,0,0.4,1.0,0,1,0,0.6882,23.14,0.0,0.4,20
304,76,2024-06-10,8,113,4,0.3,1.0,0,1,0,2.8611,27.4,0.0,0.30000000000000004,24
53,569,2024-05-01,24,139,0,0.5,1.0,3,1,1,2.3154,20.28,0.3333333333333333,0.5,18
827,114,2024-04-26,10,72,0,2.8,1.0,0,0,0,2.3226,19.4,0.0,2.8,17
707,108,2024-05-15,8,113,0,1.0,1.0,4,0,0,1.3664,22.12,0.25,1.0,20
257,127,2024-05-20,20,172,0,0.7,0.979,0,0,0,1.4588,22.65,0.0,0.7,21
809,836,2024-04-15,28,154,3,1.2,1.0,0,0,0,0.2712,19.31,0.0,1.2,16
331,93,2024-04-07,21,223,16,0.2,1.0,11,0,0,1.2479,17.43,0.5416666666666666,0.2,14
57,379,2024-03-31,29,231,0,0.1,1.0,13,1,0,2.1153,16.45,0.7916666666666666,0.1,13
288,740,2024-06-23,29,60,0,1.4,0.9,8,1,1,10.2538,27.23,0.5,1.4000000000000001,25
482,215,2024-06-16,4,149,12,4.7,0.608,0,1,1,5.8939,27.35,0.0,4.7,24
18,775,2024-04-27,4,167,0,2.2,0.925,0,1,0,1.5732,20.33,0.0,2.2,17
371,416,2024-03-29,24,145,0,0.4,1.0,10,0,0,3.0331,15.08,0.5,0.4,13
750,499,2024-04-23,20,18,0,0.5,1.0,0,0,0,1.2454,18.93,0.0,0.5,17
188,259,2024-06-18,21,123,0,0.6,1.0,0,0,0,12.9129,26.27,0.0,0.6,25
194,634,2024-05-27,16,99,0,0.3,0.94,0,0,0,1.611,22.96,0.0,0.30000000000000004,22
75,610,2024-05-01,4,131,7,1.5,1.0,0,1,0,11.8263,24.91,0.0,1.5000000000000002,18
235,765,2024-04-17,18,112,0,0.9,0.983,0,0,0,1.3411,18.92,0.0,0.9000000000000001,16
19,70,2024-06-04,4,81,0,3.8,1.0,4,0,0,1.2554,24.03,0.25,3.8,23
812,216,2024-06-23,21,123,0,0.5,0.87,0,1,1,10.2484,27.54,0.0,0.5,25
520,145,2024-04-30,18,110,16,0.5,0.924,0,0,0,2.7692,20.16,0.25,0.5,18
757,41,2024-04-26,4,77,0,0.0,0.75,16,0,1,2.3268,20.33,1.0,0.0,17
853,292,2024-04-19,16,104,4,1.6,0.969,0,0,0,0.7249,19.9,0.0,1.6,16
556,290,2024-04-18,16,105,0,0.7,0.988,0,0,0,0.8912,18.97,0.0,0.7000000000000001,16
311,293,2024-04-28,16,100,0,0.6,1.0,6,1,0,3.592,21.27,0.3333333333333333,0.6000000000000001,17
263,415,2024-05-27,7,42,0,0.3,1.0,0,0,0,2.1253,22.6,0.0,0.30000000000000004,22
268,541,2024-06-12,11,188,6,0.6,0.985,0,0,0,7.7098,25.44,0.25,0.6000000000000001,24
215,515,2024-05-12,20,148,0,0.6,0.753,0,1,1,0.6062,22.37,0.0,0.6000000000000001,19
641,535,2024-06-06,16,100,13,0.5,1.0,0,0,0,9.4145,26.85,0.16666666666666666,0.5,23
340,261,2024-06-10,4,142,16,0.4,0.964,6,1,0,6.3304,26.76,0.3333333333333333,0.4,24
314,422,2024-04-03,16,101,0,0.3,0.85,9,0,1,1.9318,17.18,0.6666666666666666,0.30000000000000004,14
253,686,2024-05-29,0,221,0,0.4,0.933,0,0,0,0.2112,22.8,0.20833333333333334,0.4,22
93,644,2024-05-25,23,17,0,0.7,0.609,5,1,1,0.8047,23.91,0.2916666666666667,0.7000000000000001,21
749,306,2024-05-12,7,51,5,0.2,1.0,0,1,0,1.3879,22.1,0.16666666666666666,0.2,19
567,775,2024-05-19,4,167,0,3.2,0.75,2,1,1,2.2904,23.34,0.3333333333333333,3.2,20
49,41,2024-06-20,4,77,5,0.5,0.583,11,0,1,10.0298,28.03,0.7916666666666666,0.5,25
895,683,2024-04-21,31,230,15,0.6,1.0,10,1,0,5.4839,22.09,0.5,0.6000000000000001,16
75,69,2024-06-01,24,204,7,0.0,0.8999999761581421,0,1,1,16.1719,25.91,0.0,0.0,22
850,699,2024-04-19,30,191,0,0.2,0.945,0,0,0,1.2865,18.39,0.125,0.2,16
533,6,2024-04-08,20,170,11,0.4,0.777,5,0,1,2.7664,17.16,0.2916666666666667,0.4,15
424,699,2024-05-21,30,191,12,1.2,0.945,0,0,0,3.085,23.92,0.0,1.2000000000000002,21
569,578,2024-03-30,4,58,16,0.4,1.0,0,1,0,0.702,16.73,0.25,0.4,13
708,381,2024-03-29,28,7,13,5.6,1.0,5,0,0,0.9246,24.31,0.3333333333333333,5.6000000000000005,13
430,699,2024-04-02,30,191,11,0.6,1.0,0,0,0,4.7859,16.34,0.0,0.6,14
436,578,2024-06-25,4,58,0,1.6,0.89,0,0,1,12.501,28.36,0.0,1.6,26
748,355,2024-06-08,3,85,13,1.7,1.0,0,1,0,10.9797,27.74,0.0,1.7,23
440,76,2024-04-02,8,113,12,0.7,0.65,0,0,1,3.3319,16.71,0.20833333333333334,0.7000000000000001,14
320,115,2024-06-24,10,181,12,1.2,1.0,8,0,0,15.6693,27.19,0.4166666666666667,1.2000000000000002,26
500,500,2024-05-07,4,179,0,0.0,0.625,0,0,0,0.5369,20.61,0.25,0.0,19
324,467,2024-04-22,5,65,16,0.3,1.0,8,0,0,1.4086,18.91,0.6666666666666666,0.30000000000000004,17
343,422,2024-06-06,16,101,0,0.8,0.914,6,0,1,0.7912,25.39,0.5833333333333334,0.8,23
740,26,2024-04-11,4,156,0,0.5,0.909,0,0,1,2.8224,18.13,0.20833333333333334,0.5,15
137,176,2024-05-10,4,216,0,0.4,1.0,0,0,0,1.6225,20.43,0.0,0.4,19
743,672,2024-06-03,10,173,5,0.3,1.0,0,0,0,2.6254,23.24,0.0,0.30000000000000004,23
22,77,2024-04-07,8,113,17,0.1,1.0,14,0,0,1.9355,16.64,0.9166666666666666,0.1,14
781,592,2024-06-14,15,11,0,1.0699999999999998,1.0,1,0,0,5.7611,27.17,0.125,1.0699999999999998,24
535,765,2024-05-11,18,112,0,0.8,0.963,3,1,1,2.171,21.73,0.20833333333333334,0.8,19
81,345,2024-04-03,16,96,0,0.8,0.799,0,0,1,1.7324,16.21,0.125,0.7999999999999999,14
671,783,2024-05-24,22,56,0,0.2,0.8479999899864197,16,0,1,0.68,23.15,1.0,0.2,21
357,635,2024-04-13,16,104,12,1.0,0.874,7,1,0,3.6428,20.6,0.375,1.0,15
583,775,2024-06-12,4,167,0,0.3,0.675,9,0,1,6.5058,25.95,0.625,0.30000000000000004,24
47,535,2024-03-30,16,100,2,1.0,0.789,0,1,1,6.1198,23.78,0.0,1.0,13
520,740,2024-05-23,29,60,16,0.4,1.0,0,0,0,1.7208,25.01,0.0,0.4,21
552,439,2024-06-07,21,16,0,0.0,1.0,0,0,0,1.8306,25.11,0.0,0.0,23
439,222,2024-05-30,21,215,0,0.2,1.0,0,0,0,1.294,23.53,0.20833333333333334,0.2,22
593,79,2024-04-10,4,10,0,0.7,0.643,0,0,1,1.2958,17.72,0.0,0.7000000000000001,15
222,596,2024-04-05,29,60,12,1.0,1.0,7,1,0,2.1524,18.45,0.5,1.0,14
221,118,2024-06-11,4,180,0,0.4,1.0,12,0,0,5.6879,25.24,0.8333333333333334,0.4,24
189,774,2024-03-28,4,77,0,0.6,1.0,0,0,0,3.5961,16.08,0.0,0.6000000000000001,13
640,452,2024-04-23,29,60,0,0.6,1.0,0,0,0,1.2454,18.93,0.0,0.6000000000000001,17
443,666,2024-06-06,21,123,3,0.2,1.0,0,0,0,2.5137,26.34,0.0,0.2,23
699,70,2024-06-25,4,81,0,7.4,1.0,4,0,1,12.4703,28.0,0.16666666666666666,7.4,26
227,381,2024-04-03,28,7,12,1.8,0.987,0,0,0,2.7368,18.98,0.08333333333333333,1.8000000000000003,14
289,310,2024-05-09,16,105,0,0.6799999999999999,1.0,2,0,0,0.4979,20.77,0.16666666666666666,0.68,19
692,74,2024-04-16,21,16,0,0.35,1.0,1,0,0,2.6236,18.47,0.25,0.35,16
336,656,2024-06-07,25,213,12,0.4,1.0,0,0,0,3.4351,24.9,0.08333333333333333,0.4,23
479,201,2024-06-21,8,113,6,1.0,1.0,0,0,0,5.5227,27.65,0.0,1.0,25
387,116,2024-04-04,10,177,12,0.9,0.957,0,1,0,2.2225,17.65,0.0,0.9000000000000001,14
304,267,2024-05-15,21,184,4,19.5,0.0,2,0,0,0.7183,23.43,0.4166666666666667,19.5,20
437,386,2024-05-11,31,128,15,1.1,1.0,7,1,0,2.2604,22.51,0.375,1.1,19
535,691,2024-04-23,21,19,0,4.4,1.0,0,0,0,1.3007,18.95,0.0,4.3999999999999995,17
302,26,2024-04-17,4,156,0,1.0,0.909,0,0,1,1.5691,18.65,0.0,1.0,16
307,796,2024-05-02,4,1,0,2.3,0.85,0,1,1,1.3282,20.32,0.0,2.3,18
233,580,2024-06-21,29,60,0,1.9,0.977,6,0,0,7.2418,26.59,0.5416666666666666,1.9,25
163,145,2024-06-14,18,110,16,0.8,0.849,0,0,0,7.2825,27.62,0.0,0.8,24
179,387,2024-04-22,31,128,0,0.5,0.988,0,0,0,1.2473,17.77,0.0,0.5,17
446,396,2024-04-16,7,52,0,0.8,1.0,0,0,0,2.6918,18.92,0.0,0.8,16
268,775,2024-04-25,4,167,6,0.9,1.0,0,0,0,3.9431,20.87,0.0,0.9,17
687,666,2024-06-23,21,123,11,0.8,0.526,0,1,1,9.6792,27.22,0.25,0.8,25
784,460,2024-05-15,4,58,3,0.7,0.892,0,0,1,0.4081,24.54,0.25,0.7000000000000001,20
229,74,2024-05-20,21,16,0,0.5,1.0,10,0,0,1.098,22.87,0.7083333333333334,0.5,21
403,531,2024-05-16,16,105,13,0.6,0.743,2,0,1,6.1726,25.75,0.4166666666666667,0.6000000000000001,20
17,689,2024-05-17,31,230,5,0.5,1.0,0,0,0,1.4921,23.45,0.0,0.5,20
442,578,2024-04-22,4,58,0,0.7,0.963,0,0,1,2.0416,17.99,0.0,0.7,17
215,374,2024-04-03,18,93,0,0.4,1.0,0,0,0,1.7205,17.09,0.0,0.4,14
646,531,2024-05-25,16,105,13,0.9,0.743,6,1,1,10.795,27.09,0.5833333333333334,0.9,21
430,510,2024-06-08,5,66,11,1.7,0.764,1,1,1,1.1696,27.17,0.125,1.7000000000000002,23
647,135,2024-05-18,4,167,0,0.5,1.0,0,1,0,0.7435,23.25,0.0,0.5,20
324,580,2024-05-23,29,60,16,2.0,0.842,6,0,1,1.7231,24.64,0.5416666666666666,2.0,21
232,290,2024-06-04,16,105,0,1.4,1.0,0,0,0,1.3514,24.47,0.08333333333333333,1.4,23
254,650,2024-04-20,10,160,0,0.7,1.0,13,1,0,1.788,19.51,0.625,0.7,16
168,416,2024-04-18,24,145,0,0.4,1.0,0,0,0,0.9595,19.04,0.08333333333333333,0.4,16
790,136,2024-04-01,4,161,0,0.2,1.0,1,0,0,3.3339,15.86,0.08333333333333333,0.2,14
500,117,2024-04-06,4,1,0,4.4,1.0,0,1,0,2.3883,16.58,0.0,4.4,14
355,728,2024-04-12,20,74,16,0.5,1.0,0,0,0,4.4635,18.59,0.0,0.5,15
815,556,2024-05-06,16,94,0,0.4,1.0,0,0,0,3.1653,21.14,0.0,0.4,19
421,645,2024-04-22,24,139,12,0.4,1.0,9,0,0,3.4158,19.4,0.5416666666666666,0.4,17
668,370,2024-04-01,24,199,11,0.9,1.0,0,0,0,3.7032,16.59,0.0,0.9000000000000001,14
63,422,2024-03-30,16,101,4,0.2,1.0,0,1,0,1.4433,16.91,0.0,0.2,13
227,494,2024-04-19,25,212,12,1.3,1.0,0,0,0,1.4316,20.96,0.0,1.3,16
439,6,2024-04-12,20,170,0,0.3,0.9279999732971191,7,0,0,4.7287,18.18,0.2916666666666667,0.30000000000000004,15
596,768,2024-06-11,5,6,0,0.6,0.61,0,0,0,5.6665,25.22,0.0,0.6,24
195,104,2024-05-19,20,2,0,2.8,0.757,0,1,1,2.2846,23.6,0.0,2.8000000000000003,20
409,449,2024-04-19,10,164,12,1.7,0.586,0,0,1,1.4354,20.86,0.0,1.7000000000000002,16
362,763,2024-05-12,18,110,6,1.5,0.736,0,1,1,2.3892,21.88,0.0,1.5000000000000002,19
513,6,2024-04-25,20,170,6,0.6,0.529,0,0,1,3.9405,21.01,0.25,0.6000000000000001,17
419,666,2024-03-28,21,123,3,0.8,1.0,0,0,0,0.014,15.23,0.0,0.7999999999999999,13
605,554,2024-04-20,4,168,16,0.8,0.878,0,1,1,1.0639,18.93,0.0,0.8,16
308,746,2024-05-05,27,4,0,0.4,0.949,2,1,0,2.5047,20.31,0.125,0.4,18
531,740,2024-04-02,29,60,11,0.6,1.0,8,0,0,4.8774,16.14,0.5833333333333334,0.6000000000000001,14
177,306,2024-05-21,7,51,0,0.48,1.0,0,0,0,1.7729,23.09,0.0,0.48,21
486,191,2024-05-19,4,81,16,2.8,0.757,0,1,1,1.6662,25.09,0.0,2.8,20
